index,eval_experiment_uuid,run_uuid,metric_val,model_config_uuid,model_uuid,model_classpath,hyperparameters,class_ratio,task_type,si,i,ni,ri,performance,fairness,iteration_params,matrix_type,target_threshold,validation_precision,validation_race_Caucasian_min_fpr_disparity,alpha,eta_exp_budget,tuner,performance_test,fairness_test,dataset,performance_metric,fairness_metric
17,f6923eaee1676a0d35f02266e5235350,2b9905565f9aea376d27f569502fa12d,0.77888,2cd482ec4634bab4c0eebadf1995eede,52fa9bba6632c3bd282e7bfe84ab72cf,sklearn.linear_model.LogisticRegression,"{'C': 1, 'tol': 0.00019995591310294743, 'solver': 'liblinear', 'penalty': 'l1', 'max_iter': 1468}",,RandomSearch,,,,100.0,0.77888,0.47585,{'alpha': 1},validation,fpr = 10,0.77888,0.47585,1,,RS,0.72727,0.46774,COMPAS,precision,race_Caucasian_min_fpr_disparity
9,f6923eaee1676a0d35f02266e5235350,2d284cbd73a11a94ef4e961a28a958d7,0.77888,c3a9311db97f6b3c81038772cd5dc319,180fd2f93e739eb65820c5a94c2bd068,sklearn.linear_model.LogisticRegression,"{'C': 0.1, 'tol': 0.0004181073817754338, 'solver': 'liblinear', 'penalty': 'l2', 'max_iter': 2522}",,RandomSearch,,,,100.0,0.77888,0.47585,{'alpha': 1},validation,fpr = 10,0.77888,0.47585,1,,RS,0.72789,0.44312,COMPAS,precision,race_Caucasian_min_fpr_disparity
8,f6923eaee1676a0d35f02266e5235350,30c3dc43d6992ac5f4d677cdff8d9284,0.77888,7f08b1bf628681c10b3c86dcc4686ff9,6607788c8d0eb85357198382bfb44c08,sklearn.linear_model.LogisticRegression,"{'C': 1, 'tol': 0.0011681256617761062, 'solver': 'liblinear', 'penalty': 'l1', 'max_iter': 676}",,RandomSearch,,,,100.0,0.77888,0.47585,{'alpha': 1},validation,fpr = 10,0.77888,0.47585,1,,RS,0.72819,0.46774,COMPAS,precision,race_Caucasian_min_fpr_disparity
184,f6923eaee1676a0d35f02266e5235350,322f3d33c1560fd477adb15b401fa162,0.85749,1a19f91ce5e2d875f85a0d72b4ed2456,ff39741822568410820b98633913f519,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 75, 'optimizer__lr': 0.003981621712223763, 'model__dropout': 0.13321452876677675, 'model__input_dim': 22, 'optimizer__betas': [0.9, 0.9995], 'optimizer__amsgrad': False, 'model__hidden_layers': [20, 20], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0}",,Hyperband,2.0,0.0,15.0,11.111,0.73307,0.98191,{'alpha': 0.5},validation,fpr = 10,0.73307,0.98191,0.5,0.1111,FB (alpha=0.5),0.70588,0.80988,COMPAS,precision,race_Caucasian_min_fpr_disparity
136,f6923eaee1676a0d35f02266e5235350,380e5cd9494e735d7561a60862a5902f,0.83536,13cdb4b2c26c854daccef6737ed8d392,2168eacd53d9f13df48a656d28636aa1,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 50, 'optimizer__lr': 0.003471086690030414, 'model__dropout': 0.2248302817435413, 'model__input_dim': 22, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': True, 'model__hidden_layers': [100, 50], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0}",,Hyperband,3.0,0.0,34.0,3.704,0.75,0.92071,{'alpha': 0.5},validation,fpr = 10,0.75,0.92071,0.5,0.037,FB (alpha=0.5),0.70896,0.84787,COMPAS,precision,race_Caucasian_min_fpr_disparity
112,f6923eaee1676a0d35f02266e5235350,39a740fc039f7e59b1e2f5e449a2775f,0.78931,bb18037ff0d271da8981f2ece0819315,7309d5ce6daea8811bd3f2d2c1467ef2,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 25, 'optimizer__lr': 0.004765378838570661, 'model__dropout': 0.2592275923739172, 'model__input_dim': 22, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': False, 'model__hidden_layers': [200], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0}",,Hyperband,4.0,2.0,9.0,11.111,0.78931,0.47585,{'alpha': 1},validation,fpr = 10,0.78931,0.47585,1,0.1111,HB,0.72131,0.60052,COMPAS,precision,race_Caucasian_min_fpr_disparity
113,f6923eaee1676a0d35f02266e5235350,39c1dc74464bf9169247c869b49fa082,0.78033,47460125fb9f2af7710b8fd207c6c5cf,717858f8d1d36ebd65981e5511424d8b,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 75, 'optimizer__lr': 0.0020387850587039675, 'model__dropout': 0.3651615807416644, 'model__input_dim': 22, 'optimizer__betas': [0.95, 0.999], 'optimizer__amsgrad': True, 'model__hidden_layers': [200], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.01}",,Hyperband,4.0,2.0,9.0,11.111,0.78033,0.60598,{'alpha': 1},validation,fpr = 10,0.78033,0.60598,1,0.1111,HB,0.71812,0.5416,COMPAS,precision,race_Caucasian_min_fpr_disparity
17,f6923eaee1676a0d35f02266e5235350,3dc548cc6ff3b400e15b2991f1746729,0.77211,e07f42a9e8f9aa4e2918de903e0558ec,e36bb2dadcdfae05aed2a4b1f0228fe5,sklearn.ensemble.RandomForestClassifier,"{'criterion': 'gini', 'max_depth': 8, 'max_features': 'sqrt', 'n_estimators': 25, 'min_samples_leaf': 41, 'min_samples_split': 8}",,RandomSearch,,,,100.0,0.77211,0.35991,{'alpha': 1},validation,fpr = 10,0.77211,0.35991,1,,RS,0.74658,0.29542,COMPAS,precision,race_Caucasian_min_fpr_disparity
174,f6923eaee1676a0d35f02266e5235350,4057e5de485021a8e29b3bd6c236f1f3,0.81277,3d4602684555792cba168b84a33fb0a9,d6b70ac3977cbebb187c97438b000e07,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 75, 'optimizer__lr': 0.004271830827180147, 'model__dropout': 0.0630662758587897, 'model__input_dim': 22, 'optimizer__betas': [0.95, 0.9995], 'optimizer__amsgrad': True, 'model__hidden_layers': [200, 200], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.001}",,Hyperband,2.0,0.0,15.0,11.111,0.64362,0.98191,{'alpha': 0.5},validation,fpr = 10,0.64362,0.98191,0.5,0.1111,FB (alpha=0.5),0.66162,0.91256,COMPAS,precision,race_Caucasian_min_fpr_disparity
157,f6923eaee1676a0d35f02266e5235350,4aaebb9aa7840009c2e6654856771bd7,0.77741,c6a915b15c76547d9b4f47b5bef3488b,a6c4294793909f5b0d6b6f0ffb71bc6d,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 75, 'optimizer__lr': 0.0009015710368346674, 'model__dropout': 0.14815897508846532, 'model__input_dim': 22, 'optimizer__betas': [0.95, 0.999], 'optimizer__amsgrad': False, 'model__hidden_layers': [200], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.001}",,Hyperband,3.0,1.0,11.0,11.111,0.77741,0.43575,{'alpha': 1},validation,fpr = 10,0.77741,0.43575,1,0.1111,HB,0.74386,0.49952,COMPAS,precision,race_Caucasian_min_fpr_disparity
200,f6923eaee1676a0d35f02266e5235350,4c8735963a007580323a467006c9d0c1,0.77888,b81be23e4fee965350995408fe1e9040,9265b9efce02d278375f9886bbba2fed,sklearn.linear_model.LogisticRegression,"{'C': 0.1, 'tol': 5.49757965340032e-05, 'solver': 'liblinear', 'penalty': 'l2', 'max_iter': 3737}",,Hyperband,1.0,1.0,2.0,100.0,0.77888,0.47585,{'alpha': 1},validation,fpr = 10,0.77888,0.47585,1,1.0,HB,0.72603,0.44312,COMPAS,precision,race_Caucasian_min_fpr_disparity
184,f6923eaee1676a0d35f02266e5235350,4d08e19e8385beb0e03e9b423976ec5a,0.78567,39f3e16cf60acbfdc1a5e5b2a429f0fc,628f2fc069e553e0c31e5e771d7e47f2,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 50, 'optimizer__lr': 0.0008047315316180308, 'model__dropout': 0.3667080688424, 'model__input_dim': 22, 'optimizer__betas': [0.95, 0.9995], 'optimizer__amsgrad': True, 'model__hidden_layers': [200, 200], 'model__use_batch_norm': False, 'optimizer__weight_decay': 0}",,Hyperband,2.0,0.0,15.0,11.111,0.69955,0.92071,{'alpha': 'dynamic'},validation,fpr = 10,0.69955,0.92071,dynamic,0.1111,FB,0.60538,0.82317,COMPAS,precision,race_Caucasian_min_fpr_disparity
19,f6923eaee1676a0d35f02266e5235350,56da967bd89e7bbf6bb20398b0ac7ebb,0.64039,9cc62e12ede5819496734dc77cfaa74c,db0c8b73d13cf81c7f0dacd78701f2ef,lightgbm.LGBMClassifier,"{'max_depth': 65, 'num_leaves': 7, 'n_estimators': 2248, 'boosting_type': 'dart', 'learning_rate': 0.10606239516961434, 'min_child_samples': 28}",,RandomSearch,,,,100.0,0.76325,0.51752,{'alpha': 0.5},validation,fpr = 10,0.76325,0.51752,0.5,,RS (alpha=0.5),0.74138,0.55502,COMPAS,precision,race_Caucasian_min_fpr_disparity
13,f6923eaee1676a0d35f02266e5235350,57a87f8b65015d92d55969c5ec920e5b,0.73144,0f43d9705dd465f6c6d0146286712858,b04ec24a3f6f59d037fda5cea1307ef8,sklearn.linear_model.LogisticRegression,"{'C': 1e-05, 'tol': 0.00018369428167339512, 'solver': 'liblinear', 'penalty': 'l2', 'max_iter': 2608}",,RandomSearch,,,,100.0,0.65641,0.80647,{'alpha': 0.5},validation,fpr = 10,0.65641,0.80647,0.5,,RS (alpha=0.5),0.62679,0.49153,COMPAS,precision,race_Caucasian_min_fpr_disparity
191,f6923eaee1676a0d35f02266e5235350,586696f2c03bcf1e335902e48af7fecc,0.77888,4dd9251c7f19dab0592643ebbcb46bb3,44d214301629d5bbe517a5c85b1d68ad,sklearn.linear_model.LogisticRegression,"{'C': 1, 'tol': 0.00021468573166118113, 'solver': 'liblinear', 'penalty': 'l1', 'max_iter': 627}",,Hyperband,2.0,2.0,1.0,100.0,0.77888,0.47585,{'alpha': 1},validation,fpr = 10,0.77888,0.47585,1,1.0,HB,0.72819,0.46774,COMPAS,precision,race_Caucasian_min_fpr_disparity
8,f6923eaee1676a0d35f02266e5235350,5936f1aa4977fb394033ebc37ffa61e7,0.77592,26c52d172cfbfee34596a842c0db4d42,5c8deb4306907f646e9c0ccf034bfd5f,sklearn.ensemble.RandomForestClassifier,"{'criterion': 'entropy', 'max_depth': 23, 'max_features': 'sqrt', 'n_estimators': 16, 'min_samples_leaf': 40, 'min_samples_split': 20}",,RandomSearch,,,,100.0,0.77592,0.32403,{'alpha': 1},validation,fpr = 10,0.77592,0.32403,1,,RS,0.72816,0.33181,COMPAS,precision,race_Caucasian_min_fpr_disparity
8,f6923eaee1676a0d35f02266e5235350,5b695a7359cd2a5cf3d8707c4ee0f533,0.7148,39ebcbd9ffead07f45ead4276c78c909,ed7960427161c4ed44ae20ba55b8da36,lightgbm.LGBMClassifier,"{'max_depth': 38, 'num_leaves': 22, 'n_estimators': 377, 'boosting_type': 'gbdt', 'learning_rate': 0.5115646234713555, 'min_child_samples': 30}",,RandomSearch,,,,100.0,0.72764,0.70196,{'alpha': 0.5},validation,fpr = 10,0.72764,0.70196,0.5,,RS (alpha=0.5),0.66412,0.78947,COMPAS,precision,race_Caucasian_min_fpr_disparity
14,f6923eaee1676a0d35f02266e5235350,5b736e5e876380b88a568aa3a0f8d152,0.77055,d6891a7294dfce048d732bc44b8a2c98,56ff7248fee2a1147bbf947e360dd3ea,lightgbm.LGBMClassifier,"{'max_depth': 86, 'num_leaves': 18, 'n_estimators': 457, 'boosting_type': 'dart', 'learning_rate': 0.03279291224086444, 'min_child_samples': 129}",,RandomSearch,,,,100.0,0.77055,0.2894,{'alpha': 1},validation,fpr = 10,0.77055,0.2894,1,,RS,0.73702,0.37532,COMPAS,precision,race_Caucasian_min_fpr_disparity
14,f6923eaee1676a0d35f02266e5235350,5e4770f6c518370d06bad6100d307fba,0.77888,0d0c1d4ca6eb4057a2ab34cbe3ebe264,2157d101a66500d9eab90cf8d47e7065,sklearn.linear_model.LogisticRegression,"{'C': 0.1, 'tol': 0.0003026816090060976, 'solver': 'liblinear', 'penalty': 'l2', 'max_iter': 3012}",,RandomSearch,,,,100.0,0.77888,0.47585,{'alpha': 1},validation,fpr = 10,0.77888,0.47585,1,,RS,0.72789,0.44312,COMPAS,precision,race_Caucasian_min_fpr_disparity
13,f6923eaee1676a0d35f02266e5235350,6ad708789319c110597e7ed679f01a61,0.69355,0061d0a720a9cfcce57b60dc44c00ad5,f38d6fb45884490e97d3c0e656ac03b6,lightgbm.LGBMClassifier,"{'max_depth': 63, 'num_leaves': 39, 'n_estimators': 3901, 'boosting_type': 'gbdt', 'learning_rate': 0.030904597917403073, 'min_child_samples': 19}",,RandomSearch,,,,100.0,0.73413,0.65297,{'alpha': 0.5},validation,fpr = 10,0.73413,0.65297,0.5,,RS (alpha=0.5),0.69355,0.74819,COMPAS,precision,race_Caucasian_min_fpr_disparity
204,f6923eaee1676a0d35f02266e5235350,6e353958f3d807895120e19f19709beb,0.78247,bc5eecef80b2ebc3ed61bf2ded26dbb4,948e4133c6371ed6a0c18cba365e7c27,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 75, 'optimizer__lr': 0.0034917254223447007, 'model__dropout': 0.32244908227735225, 'model__input_dim': 22, 'optimizer__betas': [0.95, 0.9995], 'optimizer__amsgrad': False, 'model__hidden_layers': [50], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.01}",,Hyperband,0.0,0.0,5.0,100.0,0.78247,0.39713,{'alpha': 1},validation,fpr = 10,0.78247,0.39713,1,1.0,HB,0.75175,0.48051,COMPAS,precision,race_Caucasian_min_fpr_disparity
2,f6923eaee1676a0d35f02266e5235350,7bb995a065e49b935298ccd9f37409b2,0.78027,e83d33eaffee7796d2335e417c99efba,2b50e5790b5c748249642dac5a99678c,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 25, 'optimizer__lr': 0.0006684667212616583, 'model__dropout': 0.09834518793178054, 'model__input_dim': 22, 'optimizer__betas': [0.95, 0.9995], 'optimizer__amsgrad': False, 'model__hidden_layers': [50, 25], 'model__use_batch_norm': False, 'optimizer__weight_decay': 0}",,RandomSearch,,,,100.0,0.57862,0.98191,{'alpha': 0.5},validation,fpr = 10,0.57862,0.98191,0.5,,RS (alpha=0.5),0.56364,0.58704,COMPAS,precision,race_Caucasian_min_fpr_disparity
17,f6923eaee1676a0d35f02266e5235350,7bd9446406cd7c3b98a8162815f883c2,0.76594,7230cfec73b2e659a7ef3b50d7c09007,db993b0314ed89650d6a4f5a0cf92c2d,lightgbm.LGBMClassifier,"{'max_depth': 81, 'num_leaves': 203, 'n_estimators': 1152, 'boosting_type': 'dart', 'learning_rate': 0.12252069568241282, 'min_child_samples': 11}",,RandomSearch,,,,100.0,0.72541,0.80647,{'alpha': 0.5},validation,fpr = 10,0.72541,0.80647,0.5,,RS (alpha=0.5),0.68441,0.7359,COMPAS,precision,race_Caucasian_min_fpr_disparity
130,f6923eaee1676a0d35f02266e5235350,83477032127dde76e74f91f6a088da2a,0.8596,440485eb53d4012a6349942a4119a55b,664a328dacdd29d6d20cfff55b50652b,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 75, 'optimizer__lr': 0.0006386690446315223, 'model__dropout': 0.04984890539815519, 'model__input_dim': 22, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': False, 'model__hidden_layers': [200, 200], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.01}",,Hyperband,3.0,0.0,34.0,3.704,0.76325,0.95594,{'alpha': 0.5},validation,fpr = 10,0.76325,0.95594,0.5,0.037,FB (alpha=0.5),0.73234,0.8627,COMPAS,precision,race_Caucasian_min_fpr_disparity
99,f6923eaee1676a0d35f02266e5235350,83dca3a5d0f4c3fcd850588e1e5a72f1,0.82141,fbbe4b21f7087331392f1584d08a1ffa,f5c7bfd44ab3f5d4840350b7d7e1a392,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 50, 'optimizer__lr': 0.003684203820808095, 'model__dropout': 0.2555368576376311, 'model__input_dim': 22, 'optimizer__betas': [0.9, 0.9995], 'optimizer__amsgrad': True, 'model__hidden_layers': [100, 50], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0}",,Hyperband,4.0,1.0,27.0,3.704,0.75093,0.92071,{'alpha': 'dynamic'},validation,fpr = 10,0.75093,0.92071,dynamic,0.037,FB,0.70741,0.78257,COMPAS,precision,race_Caucasian_min_fpr_disparity
107,f6923eaee1676a0d35f02266e5235350,876ae801fc7c341b50dcf977d6e8e0ee,0.84807,3136f9d47f0cb0eaadf3b695b60a38b2,0f46f8dd7bdb686c1b7e1e513ccaf4de,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 50, 'optimizer__lr': 0.001994169252829644, 'model__dropout': 0.24198204694921932, 'model__input_dim': 22, 'optimizer__betas': [0.9, 0.9995], 'optimizer__amsgrad': False, 'model__hidden_layers': [500, 500], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0}",,Hyperband,4.0,1.0,27.0,3.704,0.76241,0.98191,{'alpha': 'dynamic'},validation,fpr = 10,0.76241,0.98191,dynamic,0.037,FB,0.73704,0.99388,COMPAS,precision,race_Caucasian_min_fpr_disparity
191,f6923eaee1676a0d35f02266e5235350,87b71c2cdadb7ac082020f622073183f,0.77888,9c591118c6cf246b3a998eea9a4ae1ed,aed59b1406436137f5589f1ac8ae7884,sklearn.linear_model.LogisticRegression,"{'C': 0.1, 'tol': 0.0006931341965856834, 'solver': 'liblinear', 'penalty': 'l2', 'max_iter': 344}",,Hyperband,2.0,2.0,1.0,100.0,0.77888,0.47585,{'alpha': 1},validation,fpr = 10,0.77888,0.47585,1,1.0,HB,0.72789,0.44312,COMPAS,precision,race_Caucasian_min_fpr_disparity
120,f6923eaee1676a0d35f02266e5235350,8af4d05f9e78c6f9c9454b9ef9cf6f7a,0.78387,9ffb24413922c99786a63153f3528839,e743f0bb309e30164a1aaadae913e28a,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 50, 'optimizer__lr': 0.0010626604225353804, 'model__dropout': 0.04991922621668668, 'model__input_dim': 22, 'optimizer__betas': [0.9, 0.9995], 'optimizer__amsgrad': True, 'model__hidden_layers': [50, 50], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.001}",,Hyperband,4.0,3.0,3.0,33.333,0.78387,0.35991,{'alpha': 1},validation,fpr = 10,0.78387,0.35991,1,0.3333,HB,0.72468,0.45562,COMPAS,precision,race_Caucasian_min_fpr_disparity
156,f6923eaee1676a0d35f02266e5235350,8d61c2da38033b099ae25fb1330e0681,0.8525,3e8f164b9fa12b3323e2d276e833536d,b3904445d5a1683d1844f34fd45f58b4,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 75, 'optimizer__lr': 0.0021936347596752423, 'model__dropout': 0.05546408596799823, 'model__input_dim': 22, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': True, 'model__hidden_layers': [50, 25], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0}",,Hyperband,3.0,1.0,11.0,11.111,0.74906,0.95594,{'alpha': 0.5},validation,fpr = 10,0.74906,0.95594,0.5,0.1111,FB (alpha=0.5),0.72,0.92628,COMPAS,precision,race_Caucasian_min_fpr_disparity
3,f6923eaee1676a0d35f02266e5235350,8d956f3c52da731d1d9db951cf590a5d,0.78033,e84437eec3ff6f94d4734aacec8f8067,7254b377453f60504dde2406fa51ff2e,sklearn.linear_model.LogisticRegression,"{'C': 1, 'tol': 0.008127981271971438, 'solver': 'liblinear', 'penalty': 'l2', 'max_iter': 1198}",,RandomSearch,,,,100.0,0.78033,0.51752,{'alpha': 1},validation,fpr = 10,0.78033,0.51752,1,,RS,0.72635,0.50043,COMPAS,precision,race_Caucasian_min_fpr_disparity
5,f6923eaee1676a0d35f02266e5235350,99969718c1a8aa76ddd024c84c921d63,0.75992,79ecd574fdad79fbb34d0e90baf79365,09342fb8d87930b81561e3dcda4b01b0,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 25, 'optimizer__lr': 0.0006752866957568893, 'model__dropout': 0.3213833103945981, 'model__input_dim': 22, 'optimizer__betas': [0.9, 0.9995], 'optimizer__amsgrad': False, 'model__hidden_layers': [50, 50], 'model__use_batch_norm': False, 'optimizer__weight_decay': 0.01}",,RandomSearch,,,,100.0,0.53793,0.98191,{'alpha': 0.5},validation,fpr = 10,0.53793,0.98191,0.5,,RS (alpha=0.5),0.53503,0.6164,COMPAS,precision,race_Caucasian_min_fpr_disparity
20,f6923eaee1676a0d35f02266e5235350,9cad58dae2e60545487e707620432078,0.77888,e6900fddbb36ae73d4cea2d61060201d,28e46ddfcdfd1a6f572df69ac6e1fae7,sklearn.linear_model.LogisticRegression,"{'C': 0.1, 'tol': 0.0005977521659070668, 'solver': 'liblinear', 'penalty': 'l2', 'max_iter': 1478}",,RandomSearch,,,,100.0,0.77888,0.47585,{'alpha': 1},validation,fpr = 10,0.77888,0.47585,1,,RS,0.72789,0.44312,COMPAS,precision,race_Caucasian_min_fpr_disparity
67,f6923eaee1676a0d35f02266e5235350,a18673cbc67ffaed0756d3a9b2bc5604,0.78964,5970ee4b1a648e52df05d9158574e9c8,d598a0c90fdd3713995dd66bcd7631bf,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 50, 'optimizer__lr': 0.0006284090309200002, 'model__dropout': 0.2590714449873874, 'model__input_dim': 22, 'optimizer__betas': [0.9, 0.9995], 'optimizer__amsgrad': True, 'model__hidden_layers': [50], 'model__use_batch_norm': False, 'optimizer__weight_decay': 0}",,Hyperband,4.0,0.0,81.0,1.235,0.69266,0.95594,{'alpha': 'dynamic'},validation,fpr = 10,0.69266,0.95594,dynamic,0.0123,FB,0.69683,0.8519,COMPAS,precision,race_Caucasian_min_fpr_disparity
131,f6923eaee1676a0d35f02266e5235350,a636e09528784c69d42d0f96abf3e2ef,0.87216,9f84a427e91241d9bc7696d7dd1922be,ee4f66742caabdfbe6c6e7d96192dc2a,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 75, 'optimizer__lr': 0.0016036967053279533, 'model__dropout': 0.14492179113796988, 'model__input_dim': 22, 'optimizer__betas': [0.95, 0.9995], 'optimizer__amsgrad': True, 'model__hidden_layers': [100, 50], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.001}",,Hyperband,3.0,0.0,34.0,3.704,0.76241,0.98191,{'alpha': 0.5},validation,fpr = 10,0.76241,0.98191,0.5,0.037,FB (alpha=0.5),0.70803,0.86791,COMPAS,precision,race_Caucasian_min_fpr_disparity
6,f6923eaee1676a0d35f02266e5235350,b1711f3357fb7b5f0cc9bd374efb94f9,0.75228,c0c62f34a936ebe67f724431f9f7d214,d670eb5fceac92304d4da0e22bdd5589,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 25, 'optimizer__lr': 0.0012254030009370633, 'model__dropout': 0.2771477560813907, 'model__input_dim': 22, 'optimizer__betas': [0.95, 0.9995], 'optimizer__amsgrad': True, 'model__hidden_layers': [50, 50], 'model__use_batch_norm': False, 'optimizer__weight_decay': 0.01}",,RandomSearch,,,,100.0,0.58385,0.92071,{'alpha': 0.5},validation,fpr = 10,0.58385,0.92071,0.5,,RS (alpha=0.5),0.53514,0.59083,COMPAS,precision,race_Caucasian_min_fpr_disparity
82,f6923eaee1676a0d35f02266e5235350,b4b4eb086f6c8dbed98bae3320f83d4b,0.79852,0e1360278e7a742ab75d371874c2af57,c635cfca822ad784ef2370e98801edb7,sklearn.linear_model.LogisticRegression,"{'C': 0.001, 'tol': 0.0004382829101657063, 'solver': 'liblinear', 'penalty': 'l2', 'max_iter': 1897}",,Hyperband,4.0,1.0,27.0,3.704,0.67633,0.92071,{'alpha': 0.5},validation,fpr = 10,0.67633,0.92071,0.5,0.037,FB (alpha=0.5),0.60811,0.5166,COMPAS,precision,race_Caucasian_min_fpr_disparity
156,f6923eaee1676a0d35f02266e5235350,c0cc13503bb30e17bf233d13929f1ccf,0.83699,404d0cecf534e3701735f03b1ff5e799,2464ddaa93dd2d5abf9eabeebf5f435b,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 75, 'optimizer__lr': 0.0037619978479053254, 'model__dropout': 0.12882964597325652, 'model__input_dim': 22, 'optimizer__betas': [0.95, 0.999], 'optimizer__amsgrad': False, 'model__hidden_layers': [100, 100], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.001}",,Hyperband,3.0,1.0,11.0,11.111,0.74717,0.98191,{'alpha': 'dynamic'},validation,fpr = 10,0.74717,0.98191,dynamic,0.1111,FB,0.6722,0.96228,COMPAS,precision,race_Caucasian_min_fpr_disparity
23,f6923eaee1676a0d35f02266e5235350,c10c737adc31e8b516b9d37b348fa4e3,0.81535,9c74b3232f4c0a4d0c96f54680ea34cf,8e744bbc6b32a5c31b0d17f426d6ab80,lightgbm.LGBMClassifier,"{'max_depth': 79, 'num_leaves': 19, 'n_estimators': 134, 'boosting_type': 'gbdt', 'learning_rate': 0.060497179392851215, 'min_child_samples': 14}",,Hyperband,4.0,0.0,81.0,1.235,0.67476,0.95594,{'alpha': 0.5},validation,fpr = 10,0.67476,0.95594,0.5,0.0123,FB (alpha=0.5),0.65854,0.84795,COMPAS,precision,race_Caucasian_min_fpr_disparity
