dataset,task_type,alpha,performance_val,fairness_val,performance_test,fairness_test,model_classpath,hyperparameters,class_ratio,model_config_uuid,model_uuid,si,i,ni,ri,target_threshold,tuner
Donors Choose,Hyperband,dynamic,0.519,0.99624,0.495,0.8300700000000001,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 50, 'optimizer__lr': 0.0038444843330194276, 'model__dropout': 0.314686003653176, 'model__input_dim': 110, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': False, 'model__hidden_layers': [100, 100], 'model__use_batch_norm': False, 'optimizer__weight_decay': 0.01}",,a3473db34b666a7f0d6977ed4abba68c,2129a80be1fd6cd45c646a89828f065a,4.0,0.0,81.0,1.235,pp = 1000,FB-auto
Donors Choose,Hyperband,1,0.604,0.28561,0.536,0.35359,sklearn.ensemble.RandomForestClassifier,"{'criterion': 'gini', 'max_depth': 28, 'max_features': 'sqrt', 'n_estimators': 139, 'min_samples_leaf': 11, 'min_samples_split': 34}",,ced0fb6fc75e66460b131ef3b26eadb9,e6eec47bf61f0cc31316daec5cd98f1a,3.0,3.0,1.0,100.0,pp = 1000,HB
Donors Choose,RandomSearch,0.5,0.518,0.9329,0.514,0.7981600000000001,sklearn.linear_model.LogisticRegression,"{'C': 0.001, 'tol': 0.0022546414865128863, 'solver': 'liblinear', 'penalty': 'l1', 'max_iter': 490}",,018093f98d19cee19d9d762d6226ca3a,9ed36c4ed9cd69399816d6f06933afb7,,,,100.0,pp = 1000,FairRS
Donors Choose,Hyperband,dynamic,0.5489999999999999,0.98145,0.514,0.8562299999999999,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 50, 'optimizer__lr': 0.003977485845283077, 'model__dropout': 0.21924258128825325, 'model__input_dim': 110, 'optimizer__betas': [0.95, 0.9995], 'optimizer__amsgrad': True, 'model__hidden_layers': [50, 25], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.01}",,18757412070483cf848904e5627f5daa,420368cc9fe056b3a09650d78508ba22,3.0,0.0,34.0,3.7039999999999997,pp = 1000,FB-auto
Donors Choose,Hyperband,0.5,0.5479999999999999,0.94373,0.517,0.86659,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 25, 'optimizer__lr': 0.0031347709651007526, 'model__dropout': 0.2966088805368431, 'model__input_dim': 110, 'optimizer__betas': [0.95, 0.9995], 'optimizer__amsgrad': False, 'model__hidden_layers': [50, 50], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.001}",,9fe32b8cae0edf370da93df81a441146,ee159f517b10be2e0fd7f467cd8242ff,4.0,1.0,27.0,3.7039999999999997,pp = 1000,FB
Donors Choose,RandomSearch,1,0.61,0.243,0.534,0.31382,sklearn.ensemble.RandomForestClassifier,"{'criterion': 'gini', 'max_depth': 31, 'max_features': 'log2', 'n_estimators': 288, 'min_samples_leaf': 7, 'min_samples_split': 68}",,11d32e62f323dbc6ad84f4d27bd6c124,d1e97eba2b3b4e4a11e593081e516078,,,,100.0,pp = 1000,RS
Donors Choose,Hyperband,0.5,0.509,0.96531,0.494,0.8001,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 75, 'optimizer__lr': 0.0005076831057766226, 'model__dropout': 0.33210541451765724, 'model__input_dim': 110, 'optimizer__betas': [0.9, 0.9995], 'optimizer__amsgrad': False, 'model__hidden_layers': [20], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0}",,cd803e62c8efa5132facee24e52c686f,6a440980fd043cf1f35ec2700e6d8921,4.0,0.0,81.0,1.235,pp = 1000,FB
Donors Choose,Hyperband,dynamic,0.537,0.9746,0.498,0.91838,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 50, 'optimizer__lr': 0.0012513159414757544, 'model__dropout': 0.14327125635918847, 'model__input_dim': 110, 'optimizer__betas': [0.95, 0.9995], 'optimizer__amsgrad': False, 'model__hidden_layers': [50, 25], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0}",,da334d72e4cfc36b321844b5adca7f09,af28c3cd06af416d7e134e6560f176ad,3.0,0.0,34.0,3.7039999999999997,pp = 1000,FB-auto
Donors Choose,Hyperband,dynamic,0.5489999999999999,0.98145,0.52,0.9113399999999999,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 50, 'optimizer__lr': 0.0013202130940524347, 'model__dropout': 0.0343843622915375, 'model__input_dim': 110, 'optimizer__betas': [0.95, 0.999], 'optimizer__amsgrad': True, 'model__hidden_layers': [500, 500], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.01}",,0cc6ad874c76c8414420ca61fc130208,1d7aa88fd74df53588ba1fb5e19f8f16,4.0,1.0,27.0,3.7039999999999997,pp = 1000,FB-auto
Donors Choose,RandomSearch,0.5,0.528,0.9997799999999999,0.508,0.7719699999999999,sklearn.linear_model.LogisticRegression,"{'C': 0.0001, 'tol': 0.0008481464170658836, 'solver': 'liblinear', 'penalty': 'l2', 'max_iter': 1726}",,e2254460026e11946460cd10304d1ede,83532b355c9f038e121b2614c61c5b38,,,,100.0,pp = 1000,FairRS
Donors Choose,RandomSearch,1,0.602,0.22430999999999998,0.5379999999999999,0.27796,sklearn.ensemble.RandomForestClassifier,"{'criterion': 'entropy', 'max_depth': 14, 'max_features': 'log2', 'n_estimators': 657, 'min_samples_leaf': 9, 'min_samples_split': 151}",,c03790355fba29803ce4b19e3b69baa6,50e432141eb2f003f4187a18bcad6857,,,,100.0,pp = 1000,RS
Donors Choose,RandomSearch,1,0.59,0.20494,0.535,0.26842,sklearn.ensemble.RandomForestClassifier,"{'criterion': 'entropy', 'max_depth': 16, 'max_features': 'log2', 'n_estimators': 58, 'min_samples_leaf': 39, 'min_samples_split': 32}",,468e4bfb5317b5d44fd7088bcde70478,aee86b73760aa1edeed13604d28ebcf5,,,,100.0,pp = 1000,RS
Donors Choose,Hyperband,1,0.622,0.32089,0.531,0.32248000000000004,sklearn.ensemble.RandomForestClassifier,"{'criterion': 'entropy', 'max_depth': 18, 'max_features': 'log2', 'n_estimators': 178, 'min_samples_leaf': 3, 'min_samples_split': 36}",,23ef202574c3f6d3dfcbcabd102a02a5,d91462685b75a6dc850306a34a88999d,4.0,4.0,1.0,100.0,pp = 1000,HB
Donors Choose,Hyperband,1,0.609,0.26929000000000003,0.532,0.32166999999999996,sklearn.ensemble.RandomForestClassifier,"{'criterion': 'entropy', 'max_depth': 13, 'max_features': 'sqrt', 'n_estimators': 387, 'min_samples_leaf': 1, 'min_samples_split': 9}",,64fa2320620c1d818b71aabe42765e10,ba3efec05e0b97145c4ec240a40e4112,0.0,0.0,5.0,100.0,pp = 1000,HB
Donors Choose,RandomSearch,1,0.599,0.2232,0.531,0.33203,sklearn.ensemble.RandomForestClassifier,"{'criterion': 'gini', 'max_depth': 23, 'max_features': 'sqrt', 'n_estimators': 399, 'min_samples_leaf': 19, 'min_samples_split': 57}",,082a762771443f552f2b0365286b0d64,303395625b6d2c0ba84544dd5a762628,,,,100.0,pp = 1000,RS
Donors Choose,Hyperband,0.5,0.547,0.97426,0.5,0.8753299999999999,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 50, 'optimizer__lr': 0.004839488738302965, 'model__dropout': 0.3095418629753111, 'model__input_dim': 110, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': False, 'model__hidden_layers': [50, 50], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.001}",,8a058d772c0166631681823a223ed309,dfccdcd21d2122b139acc5142632b4d6,4.0,1.0,27.0,3.7039999999999997,pp = 1000,FB
Donors Choose,Hyperband,1,0.603,0.27271,0.544,0.32132,sklearn.ensemble.RandomForestClassifier,"{'criterion': 'entropy', 'max_depth': 18, 'max_features': 'sqrt', 'n_estimators': 222, 'min_samples_leaf': 21, 'min_samples_split': 3}",,796dd8b0b63805f6124c2fbd22c82dab,89ed434977fceec0bb196b4621a13dfc,0.0,0.0,5.0,100.0,pp = 1000,HB
Donors Choose,RandomSearch,1,0.599,0.24858000000000002,0.531,0.32248000000000004,sklearn.ensemble.RandomForestClassifier,"{'criterion': 'entropy', 'max_depth': 40, 'max_features': 'sqrt', 'n_estimators': 211, 'min_samples_leaf': 24, 'min_samples_split': 18}",,e62358c1dbe325682697fbba4f93e18c,a8bb5c6f4a453758def47acacffb45b6,,,,100.0,pp = 1000,RS
Donors Choose,Hyperband,1,0.614,0.29851,0.539,0.45664,sklearn.ensemble.RandomForestClassifier,"{'criterion': 'gini', 'max_depth': 29, 'max_features': 'sqrt', 'n_estimators': 132, 'min_samples_leaf': 3, 'min_samples_split': 23}",,74c69ecde8ec59e3f4752b494a138282,13f6f9629ae5730c5dd63a41350b1423,4.0,4.0,1.0,100.0,pp = 1000,HB
Donors Choose,Hyperband,0.5,0.5379999999999999,0.9856,0.516,0.8302700000000001,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 75, 'optimizer__lr': 0.0032819188223595177, 'model__dropout': 0.3776179976197917, 'model__input_dim': 110, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': False, 'model__hidden_layers': [100], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.01}",,8dbba8b0607f17d7bbba73146384e5ae,725475d3ae984597b6ecf43e954c7d11,3.0,0.0,34.0,3.7039999999999997,pp = 1000,FB
Donors Choose,RandomSearch,1,0.603,0.25947,0.528,0.36444,sklearn.ensemble.RandomForestClassifier,"{'criterion': 'entropy', 'max_depth': 16, 'max_features': 'sqrt', 'n_estimators': 97, 'min_samples_leaf': 6, 'min_samples_split': 94}",,e7403247a0556caac74473c5b0a73630,62375d194cc3cad16b93faf8c281dc7f,,,,100.0,pp = 1000,RS
Donors Choose,RandomSearch,1,0.5820000000000001,0.21841999999999998,0.55,0.24815,sklearn.ensemble.RandomForestClassifier,"{'criterion': 'gini', 'max_depth': 26, 'max_features': 'log2', 'n_estimators': 112, 'min_samples_leaf': 42, 'min_samples_split': 102}",,ef84a141eb3e7b2e0922e88ea71cea36,425576b340ea026d5e3144a94658359f,,,,100.0,pp = 1000,RS
Donors Choose,RandomSearch,0.5,0.45299999999999996,0.9878600000000001,0.508,0.71287,sklearn.tree.DecisionTreeClassifier,"{'splitter': 'best', 'criterion': 'gini', 'max_depth': 23, 'min_samples_leaf': 48, 'min_samples_split': 30}",,720b9b51a9440a9d2d49bfba2e68a0c9,80a02a5ac35623f76e06c6c04edbc929,,,,100.0,pp = 1000,FairRS
Donors Choose,Hyperband,0.5,0.5489999999999999,0.98862,0.49200000000000005,0.88899,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 75, 'optimizer__lr': 0.0010161747948383964, 'model__dropout': 0.22063107291079576, 'model__input_dim': 110, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': False, 'model__hidden_layers': [100, 50], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.001}",,bcddfdae4f3179a82af6dcf0f8d2820b,7254b4b2c387df48b20ea80ccf81583d,3.0,0.0,34.0,3.7039999999999997,pp = 1000,FB
Donors Choose,RandomSearch,1,0.598,0.30898000000000003,0.529,0.40179000000000004,sklearn.ensemble.RandomForestClassifier,"{'criterion': 'gini', 'max_depth': 27, 'max_features': 'sqrt', 'n_estimators': 88, 'min_samples_leaf': 3, 'min_samples_split': 20}",,e9bcc48feee07739b66881ff98534d85,63d0f86a5f9059892f24f34370aae0ea,,,,100.0,pp = 1000,RS
Donors Choose,RandomSearch,1,0.601,0.25794,0.531,0.2887,sklearn.ensemble.RandomForestClassifier,"{'criterion': 'gini', 'max_depth': 11, 'max_features': 'log2', 'n_estimators': 201, 'min_samples_leaf': 10, 'min_samples_split': 6}",,7e6f479193fe461fec786b96b59832bb,dde6da07112b7309dd0d72b3ed035602,,,,100.0,pp = 1000,RS
Donors Choose,Hyperband,1,0.608,0.36956999999999995,0.537,0.38976,sklearn.ensemble.RandomForestClassifier,"{'criterion': 'gini', 'max_depth': 25, 'max_features': 'sqrt', 'n_estimators': 198, 'min_samples_leaf': 2, 'min_samples_split': 15}",,072065e2e9612e37460f480e8648c3bf,9fd9d6901aa4eb594c8955da7ec83b91,1.0,1.0,2.0,100.0,pp = 1000,HB
Donors Choose,Hyperband,0.5,0.5529999999999999,0.9815200000000001,0.522,0.8185600000000001,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 50, 'optimizer__lr': 0.002323314171750154, 'model__dropout': 0.017743047242975908, 'model__input_dim': 110, 'optimizer__betas': [0.9, 0.9995], 'optimizer__amsgrad': False, 'model__hidden_layers': [200, 100], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.001}",,9ee8ff2fbe409f950abc579e00520000,565201e84e843d63fae924a5aebdd656,2.0,2.0,1.0,100.0,pp = 1000,FB
Donors Choose,RandomSearch,0.5,0.528,0.9997799999999999,0.508,0.7719699999999999,sklearn.linear_model.LogisticRegression,"{'C': 0.0001, 'tol': 0.000929916162767537, 'solver': 'liblinear', 'penalty': 'l2', 'max_iter': 570}",,8c11b62576520951946dc393503b7ebb,ddde45e21a58c379f28d96ba44c54664,,,,100.0,pp = 1000,FairRS
Donors Choose,Hyperband,0.5,0.5529999999999999,0.98977,0.491,0.95268,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 50, 'optimizer__lr': 0.003955047445060038, 'model__dropout': 0.07481613320751856, 'model__input_dim': 110, 'optimizer__betas': [0.95, 0.9995], 'optimizer__amsgrad': False, 'model__hidden_layers': [500, 500], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.001}",,570bfdb6f5b4e3eef3f8d7df8c21ceee,46a40ed14c26e4b3dbbf7f71629a806c,3.0,0.0,34.0,3.7039999999999997,pp = 1000,FB
Donors Choose,Hyperband,0.5,0.541,0.98129,0.495,0.9073200000000001,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 75, 'optimizer__lr': 0.0018025654146960753, 'model__dropout': 0.29616773114665, 'model__input_dim': 110, 'optimizer__betas': [0.9, 0.9995], 'optimizer__amsgrad': False, 'model__hidden_layers': [100, 50], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0}",,2f62a188f12ad5a692391b79bba5823f,c4b2b5e0ebbb7d2ed82d81c86d5e81cc,3.0,0.0,34.0,3.7039999999999997,pp = 1000,FB
Donors Choose,RandomSearch,0.5,0.499,0.95665,0.489,0.8851899999999999,sklearn.linear_model.LogisticRegression,"{'C': 1e-05, 'tol': 0.0029681316086300896, 'solver': 'liblinear', 'penalty': 'l1', 'max_iter': 689}",,362dd40dfdd4d0afa994003755afdaed,4c9912440a46b0c323500260206ba531,,,,100.0,pp = 1000,FairRS
Donors Choose,RandomSearch,0.5,0.52,0.99223,0.506,0.79008,sklearn.linear_model.LogisticRegression,"{'C': 0.0001, 'tol': 0.002569394811455987, 'solver': 'liblinear', 'penalty': 'l1', 'max_iter': 248}",,cb53f97e17cdf15b9117bc57dd7bc44f,fb254017a6374b686c7b478b5710de1a,,,,100.0,pp = 1000,FairRS
Donors Choose,Hyperband,dynamic,0.53,0.99975,0.5,0.85455,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 75, 'optimizer__lr': 0.000942992761087128, 'model__dropout': 0.012889004836199813, 'model__input_dim': 110, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': True, 'model__hidden_layers': [20], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.001}",,f3edb10d2d8bc1eb64e209b2423f9767,93a036189926b7adc3710ac802f8a0e7,3.0,0.0,34.0,3.7039999999999997,pp = 1000,FB-auto
Donors Choose,Hyperband,dynamic,0.545,0.9822700000000001,0.519,0.82755,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 75, 'optimizer__lr': 0.0030784459744503424, 'model__dropout': 0.04184259960995003, 'model__input_dim': 110, 'optimizer__betas': [0.9, 0.9995], 'optimizer__amsgrad': True, 'model__hidden_layers': [200, 200], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.01}",,781ce72d5bf9ec0f00c6c96ebd651972,1c96a68b68327fb7830abcab7e5b9dac,3.0,3.0,1.0,100.0,pp = 1000,FB-auto
Donors Choose,Hyperband,1,0.612,0.31087,0.529,0.40901,sklearn.ensemble.RandomForestClassifier,"{'criterion': 'entropy', 'max_depth': 26, 'max_features': 'sqrt', 'n_estimators': 213, 'min_samples_leaf': 6, 'min_samples_split': 13}",,ac04efa014f7834d5576d7af2b925dec,f9d7de62e019837abced724f64c9b86e,3.0,3.0,1.0,100.0,pp = 1000,HB
Donors Choose,Hyperband,dynamic,0.5720000000000001,0.92666,0.523,0.93611,lightgbm.LGBMClassifier,"{'max_depth': 4, 'num_leaves': 164, 'n_estimators': 2197, 'boosting_type': 'goss', 'learning_rate': 0.022683964182704228, 'min_child_samples': 102}",,fbb6d59bda5bc19446b8ac3bbd9561da,d31951febfc143e87eb08e0f56d33965,3.0,0.0,34.0,3.7039999999999997,pp = 1000,FB-auto
Donors Choose,Hyperband,1,0.614,0.27699999999999997,0.545,0.31139,sklearn.ensemble.RandomForestClassifier,"{'criterion': 'entropy', 'max_depth': 23, 'max_features': 'log2', 'n_estimators': 199, 'min_samples_leaf': 7, 'min_samples_split': 13}",,464feaff7e10c3df1de56340e3f9c7a5,009befd9dfb1c25e843189b7e84e56dd,2.0,2.0,1.0,100.0,pp = 1000,HB
Donors Choose,Hyperband,dynamic,0.544,0.97775,0.49200000000000005,0.91094,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 25, 'optimizer__lr': 0.0011865198930535237, 'model__dropout': 0.35033195821836416, 'model__input_dim': 110, 'optimizer__betas': [0.95, 0.999], 'optimizer__amsgrad': False, 'model__hidden_layers': [200, 100], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.01}",,6b67b474625723fcf499c51315fe738d,ef68454eb83d71899734232146e9bec0,4.0,1.0,27.0,3.7039999999999997,pp = 1000,FB-auto
Donors Choose,RandomSearch,0.5,0.527,0.9376899999999999,0.508,0.79055,sklearn.linear_model.LogisticRegression,"{'C': 0.001, 'tol': 0.008381143298807011, 'solver': 'liblinear', 'penalty': 'l2', 'max_iter': 2417}",,2789a7948961535a2af8897c5e1fd392,e34b489cc0fa37503369da2231df08af,,,,100.0,pp = 1000,FairRS
Donors Choose,RandomSearch,1,0.615,0.26855999999999997,0.523,0.33898,sklearn.ensemble.RandomForestClassifier,"{'criterion': 'entropy', 'max_depth': 22, 'max_features': 'sqrt', 'n_estimators': 155, 'min_samples_leaf': 5, 'min_samples_split': 41}",,8df947bbdc4c723442bd06fb818900ab,e30e1d7ed7b76bfc96c9062e7b8e825b,,,,100.0,pp = 1000,RS
Donors Choose,RandomSearch,0.5,0.545,0.9399299999999999,0.507,0.8656,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 25, 'optimizer__lr': 0.0013506802577441107, 'model__dropout': 0.05767434331871586, 'model__input_dim': 110, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': True, 'model__hidden_layers': [200, 200], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.01}",,2701c2fecd8e704a12318b5593b427ec,d2de8f3382a40075ecb02c48f2ac418e,,,,100.0,pp = 1000,FairRS
Donors Choose,Hyperband,dynamic,0.53,0.9852700000000001,0.507,0.9366700000000001,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 75, 'optimizer__lr': 0.0009172497627241963, 'model__dropout': 0.11899343262161613, 'model__input_dim': 110, 'optimizer__betas': [0.95, 0.999], 'optimizer__amsgrad': False, 'model__hidden_layers': [200], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.001}",,16dd68c42bf133751e6ad014d36f2a49,7742fd0775c276281718f2762b99c20d,4.0,0.0,81.0,1.235,pp = 1000,FB-auto
Donors Choose,Hyperband,1,0.613,0.2723,0.5429999999999999,0.30688000000000004,sklearn.ensemble.RandomForestClassifier,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 'log2', 'n_estimators': 572, 'min_samples_leaf': 7, 'min_samples_split': 19}",,99165afacb113871add6f39c59f0f56d,478ff17837e6dbd46d31a34b364c1cf0,3.0,3.0,1.0,100.0,pp = 1000,HB
Donors Choose,RandomSearch,1,0.607,0.25473,0.534,0.33909,sklearn.ensemble.RandomForestClassifier,"{'criterion': 'entropy', 'max_depth': 24, 'max_features': 'sqrt', 'n_estimators': 319, 'min_samples_leaf': 14, 'min_samples_split': 58}",,7d9f681c6f2b560068302a677c151320,00b724d1db049fda42f76a729fed84de,,,,100.0,pp = 1000,RS
Donors Choose,Hyperband,1,0.613,0.27758,0.539,0.35413,sklearn.ensemble.RandomForestClassifier,"{'criterion': 'entropy', 'max_depth': 19, 'max_features': 'log2', 'n_estimators': 211, 'min_samples_leaf': 2, 'min_samples_split': 24}",,f476eb9934cae3fba3b211290ddf63a1,d94af0b4227d6443e69c64020393acc9,0.0,0.0,5.0,100.0,pp = 1000,HB
Donors Choose,Hyperband,0.5,0.53,0.9927299999999999,0.49700000000000005,0.66646,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 75, 'optimizer__lr': 0.0007062252911444156, 'model__dropout': 0.01196763625808508, 'model__input_dim': 110, 'optimizer__betas': [0.9, 0.9995], 'optimizer__amsgrad': False, 'model__hidden_layers': [200], 'model__use_batch_norm': False, 'optimizer__weight_decay': 0.01}",,84f94fa75fd473c5846103852886e24c,d190dcd54a816a166cd58ba79dc7eeb0,2.0,2.0,1.0,100.0,pp = 1000,FB
Donors Choose,RandomSearch,0.5,0.517,0.9807799999999999,0.505,0.79933,sklearn.linear_model.LogisticRegression,"{'C': 0.0001, 'tol': 0.00010037636530895571, 'solver': 'liblinear', 'penalty': 'l1', 'max_iter': 780}",,92950aafa42e5aac8b4df05449feee65,45ffbe643f6f1f70d426ee0c34d9f011,,,,100.0,pp = 1000,FairRS
Donors Choose,Hyperband,1,0.611,0.30041999999999996,0.525,0.38121,sklearn.ensemble.RandomForestClassifier,"{'criterion': 'entropy', 'max_depth': 26, 'max_features': 'sqrt', 'n_estimators': 594, 'min_samples_leaf': 1, 'min_samples_split': 35}",,a1d7ca29d4f26e15453b640980af2de0,ef6e7cf493ed4355cd426cc9f739bfcd,4.0,4.0,1.0,100.0,pp = 1000,HB
Donors Choose,Hyperband,1,0.609,0.25368,0.5329999999999999,0.324,sklearn.ensemble.RandomForestClassifier,"{'criterion': 'entropy', 'max_depth': 34, 'max_features': 'sqrt', 'n_estimators': 406, 'min_samples_leaf': 19, 'min_samples_split': 39}",,53de1387397fe6b841ad1419c23fa941,5b3f69d4e89ee8d55f68d8ec5b44009f,4.0,4.0,1.0,100.0,pp = 1000,HB
Donors Choose,RandomSearch,1,0.604,0.23085,0.536,0.29108,sklearn.ensemble.RandomForestClassifier,"{'criterion': 'entropy', 'max_depth': 33, 'max_features': 'log2', 'n_estimators': 70, 'min_samples_leaf': 2, 'min_samples_split': 97}",,2e85832e9cc30b8e62b6feb4f5e3cfc6,daad65bfc1f894ed332619c0edd0e20c,,,,100.0,pp = 1000,RS
Donors Choose,Hyperband,0.5,0.5479999999999999,0.9932200000000001,0.49,0.7861899999999999,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 75, 'optimizer__lr': 0.0017383796149906892, 'model__dropout': 0.06548599037508095, 'model__input_dim': 110, 'optimizer__betas': [0.95, 0.999], 'optimizer__amsgrad': False, 'model__hidden_layers': [500], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.001}",,69340746c4265270df033c7971c1caef,e8483f11a7e65a7d7018d575d6997367,3.0,2.0,3.0,33.333,pp = 1000,FB
Donors Choose,Hyperband,dynamic,0.5489999999999999,0.98245,0.515,0.8664,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 50, 'optimizer__lr': 0.0025224181309329956, 'model__dropout': 0.32259815362792754, 'model__input_dim': 110, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': False, 'model__hidden_layers': [100], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.01}",,23316d6b15b1cf6b5ef2e89bc17c3fa7,58da7fdde0be1c2656f3bb23664fc449,4.0,1.0,27.0,3.7039999999999997,pp = 1000,FB-auto
Donors Choose,Hyperband,1,0.602,0.24703000000000003,0.5329999999999999,0.33353,sklearn.ensemble.RandomForestClassifier,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 'sqrt', 'n_estimators': 392, 'min_samples_leaf': 3, 'min_samples_split': 55}",,2dab02fc33962c3bc9185000e2e4d4e1,6684730180334fa490ad23aecb06a119,4.0,4.0,1.0,100.0,pp = 1000,HB
Donors Choose,Hyperband,dynamic,0.532,0.99972,0.499,0.71248,lightgbm.LGBMClassifier,"{'max_depth': 184, 'num_leaves': 57, 'n_estimators': 143, 'boosting_type': 'dart', 'learning_rate': 0.014745555174170843, 'min_child_samples': 31}",,1c4ea016b700fbf75297165881d23ab3,f24088804e323e81f827187e6aa8480c,4.0,2.0,9.0,11.110999999999999,pp = 1000,FB-auto
Donors Choose,RandomSearch,0.5,0.519,0.9733,0.509,0.80655,sklearn.linear_model.LogisticRegression,"{'C': 0.0001, 'tol': 0.0012270717199727684, 'solver': 'liblinear', 'penalty': 'l1', 'max_iter': 2023}",,4b431f785c6ae29d5e0089ee10bcabc6,ddacec2241dc3ffdda6195da04afa62d,,,,100.0,pp = 1000,FairRS
Donors Choose,RandomSearch,0.5,0.504,0.94581,0.493,0.80972,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 50, 'optimizer__lr': 0.0008190662958486413, 'model__dropout': 0.2600526697709425, 'model__input_dim': 110, 'optimizer__betas': [0.95, 0.999], 'optimizer__amsgrad': False, 'model__hidden_layers': [500], 'model__use_batch_norm': False, 'optimizer__weight_decay': 0.01}",,5b8ff2f74e27dabc4dc74ef58197fbce,779c0ab8161898cd3955053d6de4a111,,,,100.0,pp = 1000,FairRS
Donors Choose,RandomSearch,1,0.595,0.25067,0.5379999999999999,0.3107,sklearn.ensemble.RandomForestClassifier,"{'criterion': 'entropy', 'max_depth': 13, 'max_features': 'log2', 'n_estimators': 249, 'min_samples_leaf': 16, 'min_samples_split': 40}",,5969f7bf561ff4fe5cbf1422b8b9070d,967f7aac938ed748e69ccc4b4a398496,,,,100.0,pp = 1000,RS
Donors Choose,RandomSearch,0.5,0.522,0.97714,0.507,0.78718,sklearn.linear_model.LogisticRegression,"{'C': 0.0001, 'tol': 0.006732664944468424, 'solver': 'liblinear', 'penalty': 'l1', 'max_iter': 768}",,b01e82d19e33338bf2b149c09540f42a,7a62061f6ddb47926a2ccb0c0494515f,,,,100.0,pp = 1000,FairRS
Donors Choose,Hyperband,dynamic,0.5429999999999999,0.9813299999999999,0.516,0.8903399999999999,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 50, 'optimizer__lr': 0.0036629642093026923, 'model__dropout': 0.333711338493914, 'model__input_dim': 110, 'optimizer__betas': [0.9, 0.9995], 'optimizer__amsgrad': True, 'model__hidden_layers': [20, 10], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0}",,ac962c3ee4d6c60d29fea39bc7e6e47e,23dd0264a8f50a8abf9b22c93a6c3f16,4.0,1.0,27.0,3.7039999999999997,pp = 1000,FB-auto
